trait,wave_feature,beta,pval,r2,correlation,n_overlap
sleep_dur_by_timing,lead6_level6_approx_energy,-0.06093017618226967,0.6063204403514413,3.977197628013407e-06,-0.001994291259521395,66775
sleep_dur_by_timing,lead6_level6_energy,-0.06996128016971963,0.5540408037268147,5.2435788048255105e-06,-0.002289886199081761,66775
sleep_dur_by_timing,lead6_level5_energy,-0.023214785112620248,0.8443401932940972,5.773532817388016e-07,-0.0007598376689946082,66775
sleep_dur_by_timing,lead6_level4_energy,-0.11924308138673215,0.31319898660486895,1.5232762970107672e-05,-0.0039029172385219375,66775
sleep_dur_by_timing,lead6_level3_energy,-0.06448090880396304,0.5855030762458674,4.454250153718142e-06,-0.002110509453461263,66775
sleep_dur_by_timing,lead6_level2_energy,-0.12917715702626542,0.2745899759903111,1.7876551660300777e-05,-0.0042280671307539965,66775
sleep_dur_by_timing,lead6_level1_energy,-0.0976295731479848,0.40895791106461954,1.0211160086592841e-05,-0.0031954905860995643,66775
sleep_dur_by_timing,lead7_level6_approx_energy,-0.07633746662584188,0.5185096732874068,6.242920294607934e-06,-0.0024985836576363355,66775
sleep_dur_by_timing,lead7_level6_energy,-0.10262084089785345,0.38542492541531703,1.128193107169384e-05,-0.0033588585963563837,66775
sleep_dur_by_timing,lead7_level5_energy,-0.11293320054696046,0.3394946072900965,1.3663299134436535e-05,-0.0036963900134941345,66775
sleep_dur_by_timing,lead7_level4_energy,-0.1359379505917757,0.25025294067482734,1.979674277818866e-05,-0.0044493530741064385,66775
sleep_dur_by_timing,lead7_level3_energy,-0.0680762322746363,0.5647688717835169,4.964817931107923e-06,-0.0022281871399866646,66775
sleep_dur_by_timing,lead7_level2_energy,-0.15520310989839683,0.18929148945604538,2.5805551345570166e-05,-0.005079916470206731,66775
sleep_dur_by_timing,lead7_level1_energy,-0.07620218136176628,0.5192511347913388,6.220812493906713e-06,-0.002494155667491029,66775
sleep_dur_by_timing,lead8_level6_approx_energy,-0.3664801823856381,0.0019371009204532433,0.00014388426203670868,-0.011995176615493918,66775
sleep_dur_by_timing,lead8_level6_energy,-0.3944102426714244,0.0008500441690160049,0.00016665128764348225,-0.012909348846659372,66775
sleep_dur_by_timing,lead8_level5_energy,-0.16345289253748804,0.1668323463374471,2.8621838364273344e-05,-0.00534993816456186,66775
sleep_dur_by_timing,lead8_level4_energy,-0.24896695719062695,0.03522730358454461,6.640422721015948e-05,-0.00814887889294149,66775
sleep_dur_by_timing,lead8_level3_energy,-0.09657696971867026,0.41402778929907813,9.992161685401513e-06,-0.003161038070936244,66775
sleep_dur_by_timing,lead8_level2_energy,-0.15449086254212732,0.1913303071494122,2.556924471586175e-05,-0.005056604069583228,66775
sleep_dur_by_timing,lead8_level1_energy,-0.052473424359584506,0.6571817210803879,2.9497901239405877e-06,-0.0017174953055187233,66775
sleep_dur_by_timing,lead9_level6_approx_energy,0.059235617726539166,0.6163706566012164,3.7590503896289817e-06,0.0019388270654428692,66775
sleep_dur_by_timing,lead9_level6_energy,-0.09843785530005994,0.40509000706840237,1.0380937823906145e-05,-0.003221946279027308,66775
sleep_dur_by_timing,lead9_level5_energy,0.07552032086619423,0.5229965397974224,6.109982367497047e-06,0.0024718378520547962,66775
sleep_dur_by_timing,lead9_level4_energy,0.06062403586228472,0.6081306913565019,3.93733161008214e-06,0.001984271052743945,66775
sleep_dur_by_timing,lead9_level3_energy,0.058634334092178185,0.6199542836950511,3.6831236439605064e-06,0.001919146592290923,66775
sleep_dur_by_timing,lead9_level2_energy,0.02009411505465238,0.8650486176243118,4.325637010804684e-07,0.0006576957516326984,66775
sleep_dur_by_timing,lead9_level1_energy,0.044711675645611376,0.7053113762698069,2.1416781010863417e-06,0.0014634473347304308,66775
sleep_dur_by_timing,lead10_level6_approx_energy,-0.13232838739246042,0.2630522691470348,1.8759374090349112e-05,-0.00433120931037352,66775
sleep_dur_by_timing,lead10_level6_energy,-0.11372173243925203,0.3361331999512891,1.3854767370702348e-05,-0.003722199265316212,66775
sleep_dur_by_timing,lead10_level5_energy,-0.09794620763505259,0.4074400959840697,1.0277501631739128e-05,-0.0032058542749904954,66775
sleep_dur_by_timing,lead10_level4_energy,-0.16566703987305745,0.16115992030661383,2.9402518277210632e-05,-0.00542240890000516,66775
sleep_dur_by_timing,lead10_level3_energy,-0.1738415503580576,0.14147491686462343,3.2375723086341957e-05,-0.005689966879196514,66775
sleep_dur_by_timing,lead10_level2_energy,-0.14834871685989087,0.20958618921554908,2.3576530352231728e-05,-0.004855566944527987,66775
sleep_dur_by_timing,lead10_level1_energy,-0.14925140840496975,0.2068268294138177,2.3864326375577782e-05,-0.004885112729083235,66775
sleep_dur_by_timing,lead11_level6_approx_energy,0.0228057725143411,0.8470485584591517,5.571881611654561e-07,0.0007464503738825372,66775
sleep_dur_by_timing,lead11_level6_energy,-0.11590375673511198,0.3269435762033842,1.4391541999669855e-05,-0.003793618589105444,66775
sleep_dur_by_timing,lead11_level5_energy,0.02517342460451526,0.8313966708530347,6.788860829054499e-07,0.0008239454373285438,66775
sleep_dur_by_timing,lead11_level4_energy,0.02077386475855552,0.8605294576256246,4.6232449402161535e-07,0.0006799444792434591,66775
sleep_dur_by_timing,lead11_level3_energy,0.002560351059772388,0.9827233073014816,7.0228172166508784e-09,8.380224807713979e-05,66775
sleep_dur_by_timing,lead11_level2_energy,0.013951310887706495,0.9060702407954129,2.085174181098992e-07,0.00045663707386940037,66775
sleep_dur_by_timing,lead11_level1_energy,-0.016886842493720695,0.8864285940488602,3.054985896477902e-07,-0.0005527192681241875,66775
sleep_dur_by_timing,lead12_level6_approx_energy,0.09089916555479578,0.44200947043738303,8.851810271659488e-06,0.0029751991988572115,66775
sleep_dur_by_timing,lead12_level6_energy,0.12560240860916172,0.2880910871369767,1.6900838013200747e-05,0.004111062881465562,66775
sleep_dur_by_timing,lead12_level5_energy,0.0817140323498764,0.48949120444085603,7.153285984995428e-06,0.0026745627652235166,66775
sleep_dur_by_timing,lead12_level4_energy,0.08314645859347135,0.48191026588566455,7.40627470718902e-06,0.0027214471715473107,66775
sleep_dur_by_timing,lead12_level3_energy,0.05337127127885766,0.6517003137428148,3.051598544523415e-06,0.0017468825217666739,66775
sleep_dur_by_timing,lead12_level2_energy,0.031092596254905604,0.7925709653207278,1.0356816436685179e-06,0.0010176844518140482,66775
sleep_dur_by_timing,lead12_level1_energy,0.07159011285171035,0.5448519496768864,5.4905822034490015e-06,0.002343199138325507,66775
alcohol_freq,lead1_level6_approx_energy,0.022291618168608435,0.8697586905915949,4.0262860334649986e-07,0.0006345302224171612,66775
alcohol_freq,lead1_level6_energy,0.286417945799457,0.03513758324518612,6.646941931798267e-05,0.008152877977621506,66775
alcohol_freq,lead1_level5_energy,0.2624540248083732,0.053545451030579325,5.581204141991147e-05,0.007470745707032339,66775
alcohol_freq,lead1_level4_energy,0.28705118157567316,0.03473560458643056,6.67636560702789e-05,0.008170903014426198,66775
alcohol_freq,lead1_level3_energy,0.22206427964435888,0.10238487537173929,3.995570924586467e-05,0.00632105285887541,66775
alcohol_freq,lead1_level2_energy,0.09120443988430213,0.5023152810970708,6.739899093499702e-06,0.00259613156332972,66775
alcohol_freq,lead1_level1_energy,0.07288810342901643,0.5918716571029821,4.304619148354227e-06,0.0020747576120565647,66775
alcohol_freq,lead2_level6_approx_energy,0.04642816516498061,0.7327268867466741,1.7465638829650132e-06,0.0013215762869131752,66775
alcohol_freq,lead2_level6_energy,0.09395492850289061,0.4895137146458777,7.152544463595589e-06,0.002674424136875001,66775
alcohol_freq,lead2_level5_energy,0.10207206874496223,0.45278020452901424,8.44180405146222e-06,0.002905478283067305,66775
alcohol_freq,lead2_level4_energy,0.06275674893767015,0.6443647497651301,3.1911139177775993e-06,0.001786368919492554,66775
alcohol_freq,lead2_level3_energy,0.06550179966921468,0.6299509066752693,3.476385249223668e-06,0.001864506703751132,66775
alcohol_freq,lead2_level2_energy,0.038500970711794216,0.7770294784638955,1.2010602437051432e-06,0.0010959289417326505,66775
alcohol_freq,lead2_level1_energy,0.012536552466246707,0.926529565261435,1.2734376064749142e-07,0.0003568525786052611,66775
alcohol_freq,lead3_level6_approx_energy,0.03211033805142762,0.8132881938754246,8.354321570092083e-07,0.0009140197805090286,66775
alcohol_freq,lead3_level6_energy,0.04490101304600357,0.7411978401846057,1.6335548158608049e-06,0.0012781059490314755,66775
alcohol_freq,lead3_level5_energy,0.06182740635646908,0.6492753991461648,3.097301554122467e-06,0.0017599152116329118,66775
alcohol_freq,lead3_level4_energy,0.057638583834212935,0.6715962342569934,2.6918325299885026e-06,0.0016406805079604697,66775
alcohol_freq,lead3_level3_energy,0.03370404752658642,0.8042050812253796,9.2041894772521e-07,0.0009593846714780049,66775
alcohol_freq,lead3_level2_energy,0.030795075307977295,0.8208033592043128,7.68394015859819e-07,0.0008765808671548685,66775
alcohol_freq,lead3_level1_energy,-0.008029516292862466,0.9529037246002472,5.223964139045023e-08,-0.00022855993318543263,66775
alcohol_freq,lead4_level6_approx_energy,0.028258645121339007,0.8353420128016048,6.470295323968145e-07,0.0008043814602612185,66775
alcohol_freq,lead4_level6_energy,0.22294079112939347,0.10103689199163436,4.027175066489974e-05,0.006346002731215012,66775
alcohol_freq,lead4_level5_energy,0.18571638081330327,0.17192703608060203,2.794614170131826e-05,0.005286411041703734,66775
alcohol_freq,lead4_level4_energy,0.1415438288561568,0.2978182479748002,1.6233169083057497e-05,0.004029040715059059,66775
alcohol_freq,lead4_level3_energy,0.1665492223575092,0.2205555639711873,2.2475359750973034e-05,0.0047408184684742585,66775
alcohol_freq,lead4_level2_energy,0.07899712494670061,0.5611996644293659,5.056430063876682e-06,0.0022486507208047757,66775
alcohol_freq,lead4_level1_energy,0.07939858724855536,0.5592112489169989,5.1079540702714255e-06,0.002260078332822941,66775
alcohol_freq,lead5_level6_approx_energy,0.0211228919511072,0.8765308218549922,3.6151655402605343e-07,0.0006012624667465503,66775
alcohol_freq,lead5_level6_energy,0.15223279949952012,0.26282169994662746,1.8777505652267656e-05,0.004333301934161361,66775
alcohol_freq,lead5_level5_energy,0.17020474749401202,0.2105914781295454,2.347279320868978e-05,0.004844872878538724,66775
alcohol_freq,lead5_level4_energy,0.1776437016206578,0.1913286908750714,2.556943088338759e-05,0.0050566224779096175,66775
alcohol_freq,lead5_level3_energy,0.10710913619950896,0.43079132533990194,9.295536644637892e-06,0.00304885825252887,66775
alcohol_freq,lead5_level2_energy,0.07595868193720025,0.5763587593654959,4.674942499893753e-06,0.0021621615344192247,66775
alcohol_freq,lead5_level1_energy,0.022195154132736695,0.8703172925855424,3.991514984091893e-07,0.0006317843766165554,66775
alcohol_freq,lead6_level6_approx_energy,0.047083453502873775,0.7291019595339212,1.7962139056137971e-06,0.0013402290492046164,66775
alcohol_freq,lead6_level6_energy,0.027014517618427516,0.8424942209223005,5.913108762634067e-07,0.0007689674093311092,66775
alcohol_freq,lead6_level5_energy,0.026988595807921165,0.8426433799869982,5.901766348959114e-07,0.0007682295457959604,66775
alcohol_freq,lead6_level4_energy,0.013520263672272591,0.9207828169183739,1.4811251447532925e-07,0.0003848538876907051,66775
alcohol_freq,lead6_level3_energy,0.01643683683352564,0.9037699109745692,2.189061270030379e-07,0.00046787405261135057,66775
alcohol_freq,lead6_level2_energy,0.01695893124131481,0.9007288662475884,2.3303351703862774e-07,0.00048273545379772377,66775
alcohol_freq,lead6_level1_energy,-0.01731448531482839,0.8986587004061908,2.4290732048015684e-07,-0.0004928562895146044,66775
alcohol_freq,lead7_level6_approx_energy,-0.026131562027961935,0.8475780641924906,5.532891766968362e-07,-0.0007438341057294965,66775
alcohol_freq,lead7_level6_energy,0.03261844287735009,0.8103895344287327,8.620806243309076e-07,0.0009284829686798094,66775
alcohol_freq,lead7_level5_energy,0.09372144212156375,0.49059356252482667,7.1170392144104255e-06,0.0026677779542446426,66775
alcohol_freq,lead7_level4_energy,0.16267297486040527,0.2314858445961086,2.1441356172657855e-05,0.004630481203235031,66775
alcohol_freq,lead7_level3_energy,0.11461454437951948,0.3992036394110339,1.0643902756957146e-05,0.003262499464475531,66775
alcohol_freq,lead7_level2_energy,-0.04841886719630846,0.7217335049767459,1.8995497936824535e-06,-0.0013782415587274832,66775
alcohol_freq,lead7_level1_energy,0.00825908462311521,0.9515588484849655,5.52694678912502e-08,0.00023509458861301224,66775
alcohol_freq,lead8_level6_approx_energy,-0.17642503109598787,0.19439232199934614,2.5219811650156743e-05,-0.005021933059078576,66775
alcohol_freq,lead8_level6_energy,-0.10229507658896461,0.4517934645013679,8.478731783223559e-06,-0.0029118261944564732,66775
alcohol_freq,lead8_level5_energy,-0.047009765628121175,0.7295092861499187,1.7905959804886962e-06,-0.0013381315261265687,66775
alcohol_freq,lead8_level4_energy,-0.01307696897424494,0.9233720090172013,1.385592810487779e-07,-0.0003722355178079522,66775
alcohol_freq,lead8_level3_energy,-0.07224572466124897,0.5951411163971729,4.2290784045828644e-06,-0.0020564723202798688,66775
alcohol_freq,lead8_level2_energy,-0.2023250367171166,0.13669683461649904,3.31681072653911e-05,-0.005759175918842091,66775
alcohol_freq,lead8_level1_energy,-0.1936392729056043,0.15435508993679994,3.038143759026557e-05,-0.005511935920314595,66775
alcohol_freq,lead9_level6_approx_energy,0.036817425247414055,0.7865379496320654,1.098318402670273e-06,0.0010480068721061882,66775
alcohol_freq,lead9_level6_energy,0.07023352858100015,0.6054353696405497,3.996781531068194e-06,0.00199919522102716,66775
alcohol_freq,lead9_level5_energy,0.13588712553126292,0.3175451031623066,1.496160060987517e-05,0.003868022829693192,66775
alcohol_freq,lead9_level4_energy,0.16586241088306705,0.2224647701266556,2.2290375314759636e-05,0.004721268401074941,66775
alcohol_freq,lead9_level3_energy,0.17451829455833331,0.19925766992927224,2.4677624638091977e-05,0.004967657862447385,66775
alcohol_freq,lead9_level2_energy,0.11274095190889358,0.40695553555732966,1.029875740765629e-05,0.003209167712688231,66775
alcohol_freq,lead9_level1_energy,0.13385336912754675,0.32484221689047776,1.451710598210365e-05,0.0038101320164991314,66775
alcohol_freq,lead10_level6_approx_energy,-0.184625144278736,0.17446010073519672,2.7618693401953998e-05,-0.00525534902746361,66775
alcohol_freq,lead10_level6_energy,-0.2669661871731975,0.049566506542323904,5.77476015585221e-05,-0.007599184269333128,66775
alcohol_freq,lead10_level5_energy,-0.13187520301265548,0.3320437400215349,1.409119146400517e-05,-0.0037538235791588596,66775
alcohol_freq,lead10_level4_energy,-0.06347949718256586,0.640556430309043,3.265039124289437e-06,-0.001806941925952492,66775
alcohol_freq,lead10_level3_energy,-0.1784530895405469,0.18931368558394196,2.580296278376082e-05,-0.005079661680041282,66775
alcohol_freq,lead10_level2_energy,-0.09015927478547302,0.507225801318469,6.586311289358271e-06,-0.002566380971084384,66775
alcohol_freq,lead10_level1_energy,0.06549115487203679,0.6300065342979213,3.475255434426394e-06,0.0018642036999283913,66775
alcohol_freq,lead11_level6_approx_energy,0.025964294450967824,0.8485418718786528,5.462286613022727e-07,0.0007390728393185012,66775
alcohol_freq,lead11_level6_energy,0.06515545298664953,0.6317619215914927,3.439719041820055e-06,0.0018546479561331142,66775
alcohol_freq,lead11_level5_energy,0.04890896695592241,0.7190356876922586,1.938199214790437e-06,0.0013921922332420864,66775
alcohol_freq,lead11_level4_energy,0.2227239380923372,0.10136906595151855,4.019344463546126e-05,0.006339830016215409,66775
alcohol_freq,lead11_level3_energy,0.14488987271524087,0.2865432469779677,1.7009732947714795e-05,0.004124285750123953,66775
alcohol_freq,lead11_level2_energy,0.15845789329648624,0.243802173297166,2.0344601559640907e-05,0.004510499036753003,66775
alcohol_freq,lead11_level1_energy,0.09779637645235087,0.4719325479312706,7.74938005554393e-06,0.002783770834065755,66775
alcohol_freq,lead12_level6_approx_energy,0.13192271303867234,0.3318695795162043,1.41013464195483e-05,0.003755175950581494,66775
alcohol_freq,lead12_level6_energy,0.18502305548006096,0.17353322917643232,2.7737871427957472e-05,0.005266675557514912,66775
alcohol_freq,lead12_level5_energy,0.15158918842810606,0.26484501192088766,1.8619065905500776e-05,0.004314981564899463,66775
alcohol_freq,lead12_level4_energy,0.26439852866185437,0.0517991763454958,5.664212023648307e-05,0.00752609594914165,66775
alcohol_freq,lead12_level3_energy,0.35771645734931595,0.008507507034829878,0.00010368102346680619,0.010182387905952058,66775
alcohol_freq,lead12_level2_energy,0.1462939254141504,0.28189906789435965,1.7340995277170812e-05,0.004164252066816872,66775
alcohol_freq,lead12_level1_energy,0.09145165980239868,0.5011574508443932,6.776487127546638e-06,0.002603168670659923,66775
caffeine_freq,lead1_level6_approx_energy,-0.054787963324664485,0.5456675986758259,5.468343428072231e-06,-0.002338448936407884,66775
caffeine_freq,lead1_level6_energy,-0.011646488947242328,0.8977922817843345,2.4710157087159956e-07,-0.0004970931211692757,66775
caffeine_freq,lead1_level5_energy,0.020177946806924238,0.8238893413756617,7.417190172054333e-07,0.0008612311059992402,66775
caffeine_freq,lead1_level4_energy,-0.004305485743372053,0.9621260516201101,3.376989909931183e-08,-0.0001837658848102357,66775
caffeine_freq,lead1_level3_energy,-0.018955173770131128,0.834401983272437,6.545472592822676e-07,-0.0008090409508293403,66775
caffeine_freq,lead1_level2_energy,-0.04708713432648835,0.6035299353032164,4.039150077406184e-06,-0.0020097636871765565,66775
caffeine_freq,lead1_level1_energy,-0.05847984895803663,0.5189380064788474,6.230142117424897e-06,-0.0024960252635573186,66775
caffeine_freq,lead2_level6_approx_energy,-0.11278401716773172,0.21352987468111587,2.3172910681767966e-05,-0.004813824953244056,66775
caffeine_freq,lead2_level6_energy,-0.09528250340503516,0.2933099492853768,1.653909672638676e-05,-0.004066828829270946,66775
caffeine_freq,lead2_level5_energy,-0.0730078856377092,0.420695063885019,9.710129261431e-06,-0.0031161080310140323,66775
caffeine_freq,lead2_level4_energy,-0.08368414966313464,0.3560244336532039,1.2757685271425068e-05,-0.003571790205347152,66775
caffeine_freq,lead2_level3_energy,-0.10845274685623642,0.23163932799264728,2.1427257136830136e-05,-0.004628958536633685,66775
caffeine_freq,lead2_level2_energy,-0.08945477976308652,0.3238325586448325,1.457781956892834e-05,-0.003818091089716033,66775
caffeine_freq,lead2_level1_energy,-0.09020021632255744,0.3198168713559665,1.4821789022789744e-05,-0.00384990766445025,66775
caffeine_freq,lead3_level6_approx_energy,-0.1254045941939576,0.1666297834462169,2.8649191031737686e-05,-0.005352493907754091,66775
caffeine_freq,lead3_level6_energy,-0.11297464249216989,0.2127570108393569,2.325130967262279e-05,-0.004821961185367597,66775
caffeine_freq,lead3_level5_energy,-0.075861037813061,0.40277020757591486,1.048390383118214e-05,-0.0032378857037908874,66775
caffeine_freq,lead3_level4_energy,-0.10405342534578575,0.25112332241074165,1.9724147051425334e-05,-0.004441187572305873,66775
caffeine_freq,lead3_level3_energy,-0.11630238604737399,0.1995891689093067,2.464124906864651e-05,-0.004963995272876765,66775
caffeine_freq,lead3_level2_energy,-0.08102986444024368,0.3714866037986849,1.1961225931278463e-05,-0.0034585005322192797,66775
caffeine_freq,lead3_level1_energy,-0.07838428811002758,0.38730585976475773,1.1192922735769884e-05,-0.003345582570313683,66775
caffeine_freq,lead4_level6_approx_energy,-0.07432540993341041,0.41236021840230486,1.0063755925493467e-05,-0.0031723423405414135,66775
caffeine_freq,lead4_level6_energy,-0.050781542397492885,0.575426731123573,4.697829429911593e-06,-0.0021674476765065286,66775
caffeine_freq,lead4_level5_energy,-0.008901128070544616,0.9217958989575081,1.4433630157739685e-07,-0.00037991617512865203,66775
caffeine_freq,lead4_level4_energy,-0.02689674240411332,0.7667352842340512,1.3179072173574724e-06,-0.0011480014012388178,66775
caffeine_freq,lead4_level3_energy,-0.06334675622619527,0.48476368449985896,7.310283692163466e-06,-0.0027037536300486896,66775
caffeine_freq,lead4_level2_energy,-0.08818124869210427,0.3307687667186897,1.4165697313717196e-05,-0.003763734490242302,66775
caffeine_freq,lead4_level1_energy,-0.08908926696227296,0.3258135364261263,1.4458932823036008e-05,-0.0038024903451648897,66775
caffeine_freq,lead5_level6_approx_energy,-0.08454259522004605,0.35111179159454453,1.3020768563021257e-05,-0.0036084302075977902,66775
caffeine_freq,lead5_level6_energy,-0.07586558951649779,0.40274198230741054,1.0485161947793031e-05,-0.00323807997869023,66775
caffeine_freq,lead5_level5_energy,-0.012979807308150362,0.8861669067894352,3.0691771690793956e-07,-0.0005540015498415069,66775
caffeine_freq,lead5_level4_energy,-0.05354618234851058,0.5548092534401643,5.223270221677012e-06,-0.0022854474881567137,66775
caffeine_freq,lead5_level3_energy,-0.07704642750976379,0.39545967604903,1.0814102491374378e-05,-0.003288480270686119,66775
caffeine_freq,lead5_level2_energy,-0.06616353308620705,0.46555636351067586,7.97485591630398e-06,-0.002823978738862465,66775
caffeine_freq,lead5_level1_energy,-0.07082009758198503,0.4347516911298307,9.136892403560637e-06,-0.003022729297045093,66775
caffeine_freq,lead6_level6_approx_energy,-0.130016540203155,0.15157758645795968,3.079517519843922e-05,-0.005549340068580891,66775
caffeine_freq,lead6_level6_energy,-0.10596641280824207,0.2425148012067732,2.045605744194212e-05,-0.004522837322095513,66775
caffeine_freq,lead6_level5_energy,-0.0825399746653931,0.3626392448720286,1.2411210211227264e-05,-0.003522954756022659,66775
caffeine_freq,lead6_level4_energy,-0.0982176088321307,0.27869291182983974,1.757373941935203e-05,-0.004192104414412954,66775
caffeine_freq,lead6_level3_energy,-0.11434728061781674,0.2072514244433921,2.3819747339448583e-05,-0.004880547852405565,66775
caffeine_freq,lead6_level2_energy,-0.08259011429269188,0.36234777047541866,1.2426293389600218e-05,-0.003525094805606802,66775
caffeine_freq,lead6_level1_energy,-0.08084835650844484,0.37255895481314816,1.1907699350555134e-05,-0.0034507534468321234,66775
caffeine_freq,lead7_level6_approx_energy,-0.10978495189138293,0.2259567387223123,2.1956903886399814e-05,-0.004685819446557546,66775
caffeine_freq,lead7_level6_energy,-0.09585079098685813,0.29044040569299534,1.6736971292119485e-05,-0.00409108436663073,66775
caffeine_freq,lead7_level5_energy,-0.08478230261180777,0.34974772303570456,1.309470997090667e-05,-0.0036186613507412603,66775
caffeine_freq,lead7_level4_energy,-0.14933560150227398,0.09954579225976663,4.0626759210349306e-05,-0.006373912394433061,66775
caffeine_freq,lead7_level3_energy,-0.16985063721912746,0.06102273939677899,5.255570062145942e-05,-0.007249531062135021,66775
caffeine_freq,lead7_level2_energy,-0.1562152139442359,0.08489969590245083,4.445617822679271e-05,-0.0066675466422051995,66775
caffeine_freq,lead7_level1_energy,-0.1292879722708178,0.15388402096675635,3.045101107423953e-05,-0.005518243477229625,66775
caffeine_freq,lead8_level6_approx_energy,-0.0495442962407496,0.584769383658445,4.471701411046247e-06,-0.0021146397825140884,66775
caffeine_freq,lead8_level6_energy,-0.013725399086992059,0.8796764958857378,3.4319063735299693e-07,-0.0005858247496179731,66775
caffeine_freq,lead8_level5_energy,-0.0509814046246271,0.5739241798789427,4.734880935663988e-06,-0.0021759781562708676,66775
caffeine_freq,lead8_level4_energy,-0.016952581940610903,0.8516822866874297,5.235488049759596e-07,-0.0007235667252946176,66775
caffeine_freq,lead8_level3_energy,-0.07102673455475868,0.4334125538135193,9.190288946747671e-06,-0.003031548935153218,66775
caffeine_freq,lead8_level2_energy,-0.08115231288675454,0.37076425957830117,1.1997403707830756e-05,-0.003463726852420519,66775
caffeine_freq,lead8_level1_energy,-0.08532226671058446,0.346687366489127,1.326203708984508e-05,-0.00364170799083993,66775
caffeine_freq,lead9_level6_approx_energy,-0.031019196921588964,0.7322642446148846,1.7528573277303394e-06,-0.0013239551837266798,66775
caffeine_freq,lead9_level6_energy,-0.02155772548880033,0.8120647857156127,8.466254974859311e-07,-0.0009201225448357639,66775
caffeine_freq,lead9_level5_energy,-0.03159906254544803,0.7274567803949763,1.8190048881594478e-06,-0.0013487048927701875,66775
caffeine_freq,lead9_level4_energy,-0.10833604519287811,0.23214191678728377,2.1381167915612842e-05,-0.004623977499486162,66775
caffeine_freq,lead9_level3_energy,-0.12597949391199734,0.16469437195240433,2.8912469504538407e-05,-0.005377031662994701,66775
caffeine_freq,lead9_level2_energy,-0.04811387098692463,0.5956578330375155,4.217218157576141e-06,-0.002053586656782863,66775
caffeine_freq,lead9_level1_energy,-0.0898797912905481,0.3215390017599925,1.4716670948433652e-05,-0.003836231347065343,66775
caffeine_freq,lead10_level6_approx_energy,-0.03770775672641834,0.6774946649740422,2.5902808931110854e-06,-0.0016094349608999615,66775
caffeine_freq,lead10_level6_energy,-0.02018151800941341,0.8238586836526691,7.419815885034708e-07,-0.0008613835313524827,66775
caffeine_freq,lead10_level5_energy,0.037868140089191135,0.6762006953508538,2.612362369092125e-06,0.0016162804116401379,66775
caffeine_freq,lead10_level4_energy,0.03513370464020597,0.698390023544853,2.2487095344692065e-06,0.0014995697825287181,66775
caffeine_freq,lead10_level3_energy,0.011225162659259467,0.9014705675393068,2.2954654299578436e-07,0.0004791101564772673,66775
caffeine_freq,lead10_level2_energy,-0.009555345605226442,0.916068552303119,1.6633294064316573e-07,-0.0004078393576183884,66775
caffeine_freq,lead10_level1_energy,-0.021519194675273003,0.8123944230357599,8.436017997492939e-07,-0.0009184779803284314,66775
caffeine_freq,lead11_level6_approx_energy,-0.06558536850437557,0.46946398024290226,7.836089635948618e-06,-0.002799301633355899,66775
caffeine_freq,lead11_level6_energy,-0.04281226502456681,0.6367963486174868,3.3390419820200634e-06,-0.0018273045672212755,66775
caffeine_freq,lead11_level5_energy,-0.022376238948767026,0.8050702288363892,9.121361141950501e-07,-0.0009550581732794037,66775
caffeine_freq,lead11_level4_energy,0.012575072080386603,0.8896933744344908,2.8807557295174036e-07,0.0005367267214766821,66775
caffeine_freq,lead11_level3_energy,-0.13591262089423578,0.13387062246548714,3.365154774626067e-05,-0.00580099541008955,66775
caffeine_freq,lead11_level2_energy,-0.07007042124884338,0.43963007429449164,8.944476467265261e-06,-0.002990731761135664,66775
caffeine_freq,lead11_level1_energy,-0.03433159244066177,0.7049492293793739,2.147204287816784e-06,-0.0014653341894151452,66775
caffeine_freq,lead12_level6_approx_energy,-0.009568296072018707,0.915955220425919,1.667841130759129e-07,-0.00040839210686217833,66775
caffeine_freq,lead12_level6_energy,0.05507757161989685,0.5435463755778774,5.526307373604489e-06,0.002350809939972609,66775
caffeine_freq,lead12_level5_energy,0.06886057784961501,0.44756880751605044,8.638270403205084e-06,0.0029390934661806204,66775
caffeine_freq,lead12_level4_energy,0.04337291015459626,0.6323895850512249,3.427066992078842e-06,0.001851233910976044,66775
caffeine_freq,lead12_level3_energy,-0.011434971465654815,0.8996386137848371,2.3820761452242323e-07,-0.0004880651741561745,66775
caffeine_freq,lead12_level2_energy,-0.03846866368496159,0.6713641981872842,2.6958744910876575e-06,-0.0016419118401255546,66775
caffeine_freq,lead12_level1_energy,0.024905658915253016,0.7835559394084989,1.1300080602349993e-06,0.0010630183724075703,66775
act_out_dreams,lead1_level6_approx_energy,-0.09878941704238053,0.32084429777299006,1.475898599478942e-05,-0.0038417425726988857,66775
act_out_dreams,lead1_level6_energy,-0.022677347927089173,0.8197383920342962,7.777145094589599e-07,-0.0008818812335943823,66775
act_out_dreams,lead1_level5_energy,0.08076938003921198,0.41699712237945574,9.865728824998143e-06,0.00314097577612003,66775
act_out_dreams,lead1_level4_energy,0.08333702685448163,0.40234301665402483,1.0502959242653098e-05,0.00324082693808857,66775
act_out_dreams,lead1_level3_energy,0.07354199293648112,0.45989821409723375,8.179117831574878e-06,0.0028599157035616085,66775
act_out_dreams,lead1_level2_energy,-0.08673564157875002,0.3834285309106412,1.1377081412522472e-05,-0.0033729929460003492,66775
act_out_dreams,lead1_level1_energy,-0.09403617895117637,0.3446796792590895,1.3372900794283993e-05,-0.003656897700850736,66775
